".sample" "avg.separation" "pic_name"
1 0.00588972496455098 "plot_large_p_small_n_30_10_0_1_1.png"
2 0.000565081677728063 "plot_large_p_small_n_30_10_0_1_1.png"
3 0.011603538147761 "plot_large_p_small_n_30_10_0_1_1.png"
4 0.00151999258102598 "plot_large_p_small_n_30_10_0_1_1.png"
5 0.00416964428187105 "plot_large_p_small_n_30_10_0_1_1.png"
6 0.00265935759649194 "plot_large_p_small_n_30_10_0_1_1.png"
7 0.023190192761746 "plot_large_p_small_n_30_10_0_1_1.png"
8 0.000480080620139933 "plot_large_p_small_n_30_10_0_1_1.png"
9 0.00445019591946105 "plot_large_p_small_n_30_10_0_1_1.png"
10 1.17931440698726 "plot_large_p_small_n_30_10_0_1_1.png"
11 0.003831790953013 "plot_large_p_small_n_30_10_0_1_1.png"
12 0.000209931734002994 "plot_large_p_small_n_30_10_0_1_1.png"
13 0.007155832781673 "plot_large_p_small_n_30_10_0_1_1.png"
14 0.00587666096029299 "plot_large_p_small_n_30_10_0_1_1.png"
15 0.00994880947923793 "plot_large_p_small_n_30_10_0_1_1.png"
16 0.005806981136388 "plot_large_p_small_n_30_10_0_1_1.png"
17 0.000740881877282995 "plot_large_p_small_n_30_10_0_1_1.png"
18 0.014469217401828 "plot_large_p_small_n_30_10_0_1_1.png"
19 0.00164692726988502 "plot_large_p_small_n_30_10_0_1_1.png"
20 0.00285436683683493 "plot_large_p_small_n_30_10_0_1_1.png"
1 0.0214544785737329 "plot_large_p_small_n_30_10_0_1_2.png"
2 0.023910171344629 "plot_large_p_small_n_30_10_0_1_2.png"
3 0.00323887607891599 "plot_large_p_small_n_30_10_0_1_2.png"
4 0.0014677978765274 "plot_large_p_small_n_30_10_0_1_2.png"
5 0.000575002589519924 "plot_large_p_small_n_30_10_0_1_2.png"
6 1.34059873547214 "plot_large_p_small_n_30_10_0_1_2.png"
7 0.00195339640497999 "plot_large_p_small_n_30_10_0_1_2.png"
8 0.00816767189660195 "plot_large_p_small_n_30_10_0_1_2.png"
9 0.00578047107198398 "plot_large_p_small_n_30_10_0_1_2.png"
10 0.005460850342486 "plot_large_p_small_n_30_10_0_1_2.png"
11 0.00301181437514297 "plot_large_p_small_n_30_10_0_1_2.png"
12 0.037375476455181 "plot_large_p_small_n_30_10_0_1_2.png"
13 0.0108793614271531 "plot_large_p_small_n_30_10_0_1_2.png"
14 0.034453472047809 "plot_large_p_small_n_30_10_0_1_2.png"
15 0.00858027612864298 "plot_large_p_small_n_30_10_0_1_2.png"
16 0.000458223316742001 "plot_large_p_small_n_30_10_0_1_2.png"
17 8.00287370850139e-05 "plot_large_p_small_n_30_10_0_1_2.png"
18 0.00553914096109803 "plot_large_p_small_n_30_10_0_1_2.png"
19 0.011706984918776 "plot_large_p_small_n_30_10_0_1_2.png"
20 0.0352800465088144 "plot_large_p_small_n_30_10_0_1_2.png"
1 0.012038358824012 "plot_large_p_small_n_30_10_0_1_3.png"
2 0.033834894826913 "plot_large_p_small_n_30_10_0_1_3.png"
3 0.01293999150093 "plot_large_p_small_n_30_10_0_1_3.png"
4 0.0116927370931401 "plot_large_p_small_n_30_10_0_1_3.png"
5 0.00417373890857298 "plot_large_p_small_n_30_10_0_1_3.png"
6 0.0211991343787951 "plot_large_p_small_n_30_10_0_1_3.png"
7 0.020346411410984 "plot_large_p_small_n_30_10_0_1_3.png"
8 0.021372810301166 "plot_large_p_small_n_30_10_0_1_3.png"
9 1.41020846787326 "plot_large_p_small_n_30_10_0_1_3.png"
10 0.00125936007637695 "plot_large_p_small_n_30_10_0_1_3.png"
11 0.00377560333804805 "plot_large_p_small_n_30_10_0_1_3.png"
12 0.00519789697315601 "plot_large_p_small_n_30_10_0_1_3.png"
13 0.020436398230085 "plot_large_p_small_n_30_10_0_1_3.png"
14 0.0006716664423104 "plot_large_p_small_n_30_10_0_1_3.png"
15 0.00813541569679399 "plot_large_p_small_n_30_10_0_1_3.png"
16 0.000731077650252203 "plot_large_p_small_n_30_10_0_1_3.png"
17 0.01233345774758 "plot_large_p_small_n_30_10_0_1_3.png"
18 0.00303636072080005 "plot_large_p_small_n_30_10_0_1_3.png"
19 0.026180548956785 "plot_large_p_small_n_30_10_0_1_3.png"
20 0.01646811126215 "plot_large_p_small_n_30_10_0_1_3.png"
1 0.0083735845755567 "plot_large_p_small_n_30_10_0_1_4.png"
2 0.000219185479526998 "plot_large_p_small_n_30_10_0_1_4.png"
3 0.00141378415401094 "plot_large_p_small_n_30_10_0_1_4.png"
4 0.00615279449362799 "plot_large_p_small_n_30_10_0_1_4.png"
5 0.017779883857796 "plot_large_p_small_n_30_10_0_1_4.png"
6 0.011909047535302 "plot_large_p_small_n_30_10_0_1_4.png"
7 0.0173859370683046 "plot_large_p_small_n_30_10_0_1_4.png"
8 0.0061366832347699 "plot_large_p_small_n_30_10_0_1_4.png"
9 0.00237768958704604 "plot_large_p_small_n_30_10_0_1_4.png"
10 0.0168019253897699 "plot_large_p_small_n_30_10_0_1_4.png"
11 0.00946363807395012 "plot_large_p_small_n_30_10_0_1_4.png"
12 1.15378791406788 "plot_large_p_small_n_30_10_0_1_4.png"
13 0.02801058950307 "plot_large_p_small_n_30_10_0_1_4.png"
14 0.0248785348980221 "plot_large_p_small_n_30_10_0_1_4.png"
15 0.00112749188981399 "plot_large_p_small_n_30_10_0_1_4.png"
16 0.006592828207642 "plot_large_p_small_n_30_10_0_1_4.png"
17 0.012898752126982 "plot_large_p_small_n_30_10_0_1_4.png"
18 0.00766000826800306 "plot_large_p_small_n_30_10_0_1_4.png"
19 0.006073604121304 "plot_large_p_small_n_30_10_0_1_4.png"
20 0.00054660011944202 "plot_large_p_small_n_30_10_0_1_4.png"
1 0.000972359541829837 "plot_large_p_small_n_30_10_0_1_5.png"
2 0.00614307227890387 "plot_large_p_small_n_30_10_0_1_5.png"
3 0.00186767349566996 "plot_large_p_small_n_30_10_0_1_5.png"
4 0.0016420372759239 "plot_large_p_small_n_30_10_0_1_5.png"
5 0.00136797330760402 "plot_large_p_small_n_30_10_0_1_5.png"
6 0.003806554484497 "plot_large_p_small_n_30_10_0_1_5.png"
7 0.020578725736781 "plot_large_p_small_n_30_10_0_1_5.png"
8 0.002445640308821 "plot_large_p_small_n_30_10_0_1_5.png"
9 0.014921619129829 "plot_large_p_small_n_30_10_0_1_5.png"
10 0.00581363462628698 "plot_large_p_small_n_30_10_0_1_5.png"
11 0.00766710199461898 "plot_large_p_small_n_30_10_0_1_5.png"
12 0.000250868432127016 "plot_large_p_small_n_30_10_0_1_5.png"
13 1.25472272413883 "plot_large_p_small_n_30_10_0_1_5.png"
14 0.015201248599011 "plot_large_p_small_n_30_10_0_1_5.png"
15 0.00689794722507986 "plot_large_p_small_n_30_10_0_1_5.png"
16 0.007791702298035 "plot_large_p_small_n_30_10_0_1_5.png"
17 0.013594684037567 "plot_large_p_small_n_30_10_0_1_5.png"
18 0.001723099181068 "plot_large_p_small_n_30_10_0_1_5.png"
19 0.01327123775469 "plot_large_p_small_n_30_10_0_1_5.png"
20 0.00108435032541798 "plot_large_p_small_n_30_10_0_1_5.png"
1 2.58695488241369 "plot_large_p_small_n_30_100_0_1_1.png"
2 3.08636197106239 "plot_large_p_small_n_30_100_0_1_1.png"
3 2.33067495494608 "plot_large_p_small_n_30_100_0_1_1.png"
4 2.76176112821634 "plot_large_p_small_n_30_100_0_1_1.png"
5 2.64466984699483 "plot_large_p_small_n_30_100_0_1_1.png"
6 2.69237047201721 "plot_large_p_small_n_30_100_0_1_1.png"
7 2.35706424332779 "plot_large_p_small_n_30_100_0_1_1.png"
8 2.45174616899038 "plot_large_p_small_n_30_100_0_1_1.png"
9 2.37260390768903 "plot_large_p_small_n_30_100_0_1_1.png"
10 2.26648030540766 "plot_large_p_small_n_30_100_0_1_1.png"
11 2.68527571923689 "plot_large_p_small_n_30_100_0_1_1.png"
12 2.82581691233734 "plot_large_p_small_n_30_100_0_1_1.png"
13 2.5734314713144 "plot_large_p_small_n_30_100_0_1_1.png"
14 3.01434765445536 "plot_large_p_small_n_30_100_0_1_1.png"
15 2.34954095406512 "plot_large_p_small_n_30_100_0_1_1.png"
16 2.75816684405778 "plot_large_p_small_n_30_100_0_1_1.png"
17 2.48191123663877 "plot_large_p_small_n_30_100_0_1_1.png"
18 1.8983496820919 "plot_large_p_small_n_30_100_0_1_1.png"
19 2.63595922879747 "plot_large_p_small_n_30_100_0_1_1.png"
20 2.93824677494264 "plot_large_p_small_n_30_100_0_1_1.png"
1 2.77165056032184 "plot_large_p_small_n_30_100_0_1_2.png"
2 2.76651811775301 "plot_large_p_small_n_30_100_0_1_2.png"
3 2.24918349660012 "plot_large_p_small_n_30_100_0_1_2.png"
4 2.70931071631349 "plot_large_p_small_n_30_100_0_1_2.png"
5 2.96023672782319 "plot_large_p_small_n_30_100_0_1_2.png"
6 2.95455695006322 "plot_large_p_small_n_30_100_0_1_2.png"
7 2.84415305454889 "plot_large_p_small_n_30_100_0_1_2.png"
8 3.01234158963173 "plot_large_p_small_n_30_100_0_1_2.png"
9 2.55059668110882 "plot_large_p_small_n_30_100_0_1_2.png"
10 3.14327909026331 "plot_large_p_small_n_30_100_0_1_2.png"
11 2.69700141948944 "plot_large_p_small_n_30_100_0_1_2.png"
12 2.82873031019417 "plot_large_p_small_n_30_100_0_1_2.png"
13 2.5330311048382 "plot_large_p_small_n_30_100_0_1_2.png"
14 2.23602408013418 "plot_large_p_small_n_30_100_0_1_2.png"
15 2.48213103963261 "plot_large_p_small_n_30_100_0_1_2.png"
16 2.39847253741026 "plot_large_p_small_n_30_100_0_1_2.png"
17 2.83076232969717 "plot_large_p_small_n_30_100_0_1_2.png"
18 2.49355508613151 "plot_large_p_small_n_30_100_0_1_2.png"
19 2.81717181283993 "plot_large_p_small_n_30_100_0_1_2.png"
20 2.69815800237427 "plot_large_p_small_n_30_100_0_1_2.png"
1 2.46414775531132 "plot_large_p_small_n_30_100_0_1_3.png"
2 2.69810120450015 "plot_large_p_small_n_30_100_0_1_3.png"
3 2.05930314179229 "plot_large_p_small_n_30_100_0_1_3.png"
4 2.21399450945272 "plot_large_p_small_n_30_100_0_1_3.png"
5 2.67938634420544 "plot_large_p_small_n_30_100_0_1_3.png"
6 2.39523617953011 "plot_large_p_small_n_30_100_0_1_3.png"
7 2.35736933997573 "plot_large_p_small_n_30_100_0_1_3.png"
8 2.76090682995409 "plot_large_p_small_n_30_100_0_1_3.png"
9 2.3928103732501 "plot_large_p_small_n_30_100_0_1_3.png"
10 2.42372725136468 "plot_large_p_small_n_30_100_0_1_3.png"
11 2.65050994646434 "plot_large_p_small_n_30_100_0_1_3.png"
12 2.04749160962777 "plot_large_p_small_n_30_100_0_1_3.png"
13 2.37673950320234 "plot_large_p_small_n_30_100_0_1_3.png"
14 2.86202347040854 "plot_large_p_small_n_30_100_0_1_3.png"
15 3.02081593240569 "plot_large_p_small_n_30_100_0_1_3.png"
16 2.3978534856396 "plot_large_p_small_n_30_100_0_1_3.png"
17 2.56749752119732 "plot_large_p_small_n_30_100_0_1_3.png"
18 2.95333449601269 "plot_large_p_small_n_30_100_0_1_3.png"
19 2.59181030567263 "plot_large_p_small_n_30_100_0_1_3.png"
20 2.24794059318684 "plot_large_p_small_n_30_100_0_1_3.png"
1 2.1675483573454 "plot_large_p_small_n_30_100_1_1_1.png"
2 2.75983571729571 "plot_large_p_small_n_30_100_1_1_1.png"
