"LD1" "LD2" "grp" ".sample"
-4.66269082960088 -1.76008744037765 "F" 1
4.7085721193776 0.991960121787466 "W" 1
2.73302332251642 2.75311992148816 "W" 1
3.69124580536476 2.2721860952015 "W" 1
4.30715644489575 1.84305193416226 "W" 1
3.62936256487955 2.43362860030061 "W" 1
2.64144798429015 1.62276850404411 "W" 1
3.47089798469483 -2.8896192628957 "G" 1
-1.16594214790244 3.03154037650778 "Q" 1
-2.82251991207204 0.24368341955356 "Q" 1
2.64702933208216 -1.66799164414531 "G" 1
-2.75405790657394 2.83336042749021 "Q" 1
-2.0552538260063 -3.21881392567434 "F" 1
2.42140869079249 1.2090183501442 "W" 1
-4.90413425436552 -4.09493674894174 "F" 1
-3.79230678470336 3.78732914478396 "Q" 1
2.97994426000643 0.313669063174505 "W" 1
-1.75093050216719 -0.965234471375733 "F" 1
1.42916528629232 1.91249145119358 "W" 1
1.74856182902251 -2.74792480488165 "G" 1
-2.71882098409956 2.61764085434624 "Q" 1
2.94031105693129 1.74906591885823 "W" 1
4.06277557048468 -1.77609071349098 "G" 1
3.60591818492185 -1.39372696051272 "G" 1
3.56672502146474 -1.8289771629644 "G" 1
-2.97340251476638 -1.4372890865968 "F" 1
-2.61214962624954 0.0487919941654311 "F" 1
-3.25780491488404 -1.66705622695908 "F" 1
2.10114849011557 -0.937910510450665 "G" 1
-2.53861944232868 -2.56524133037831 "F" 1
-1.25122278055879 3.35960359990308 "Q" 1
-2.72992874149828 -0.0920979312714706 "F" 1
-3.87936694735976 3.31301878097735 "Q" 1
-1.49537831822232 1.67036936493056 "Q" 1
-3.13311142904162 -2.70337701604135 "F" 1
4.30782562116343 -0.396820648580632 "W" 1
-1.72327369316062 -2.98111577759482 "F" 1
-2.21105652954065 -2.03110479461584 "F" 1
-1.68161795191363 1.48721495572766 "Q" 1
-3.48089665351367 -0.931848035909822 "F" 1
3.5045027455758 -2.68105796266314 "G" 1
2.7065360458134 -1.76211665348595 "G" 1
-3.33321389654771 1.82045333837764 "Q" 1
-3.37786806070628 3.06816561256466 "Q" 1
