"LD1" "LD2" "grp" ".sample"
-3.50963769331285 -1.70405093803613 "W" 1
-1.95404882854126 1.67175225544964 "F" 1
-3.90434934373395 -2.83679145914558 "W" 1
-3.15053301480744 -2.87812574610175 "W" 1
5.47653254534857 -0.481346844653649 "Q" 1
3.97004571142599 -2.13442100623971 "Q" 1
3.08218037163293 -1.27097113649347 "Q" 1
1.65848670555512 1.3315991594168 "G" 1
-3.25541040056496 0.236929435761589 "F" 1
0.0738200996081954 -1.18216866956974 "W" 1
-3.97121572300397 1.29496605695781 "F" 1
2.466176332684 2.21715893819361 "G" 1
-3.84820997190002 -0.410363938007744 "F" 1
-2.78494338454731 -2.69707661608894 "W" 1
-3.04521545088039 -0.625281395504638 "W" 1
3.73241985457254 -0.164005270957218 "Q" 1
4.88478068217999 -0.498932280594496 "Q" 1
-2.71607616368122 0.527486354944286 "F" 1
-4.72470306542085 3.7758871272925 "F" 1
5.11923365754906 0.618360534570179 "Q" 1
-1.33868774890287 -2.85069277220498 "W" 1
1.94291911798775 3.10372851262637 "G" 1
-3.65498726235689 0.484756257466908 "F" 1
1.77038601758758 1.81368182146586 "G" 1
-2.49625770235683 1.25501163318631 "F" 1
1.68529942064995 1.26465463043918 "G" 1
-0.284536640441577 0.423908480153215 "G" 1
-2.19501353449903 -1.82021402814107 "W" 1
4.87207011463638 -0.411638053816229 "Q" 1
2.09124645154735 2.66004543225951 "G" 1
3.13335355517586 0.609959864064978 "G" 1
0.6529557431886 0.975262719408722 "G" 1
0.275096813715649 1.80709125241128 "G" 1
-1.55865711547432 1.71947500219083 "F" 1
4.3718212702014 -0.51025587411134 "Q" 1
6.20247737858608 -1.05305370434307 "Q" 1
-2.62828261968268 0.00090260398132539 "F" 1
2.52357686416063 2.08976359911655 "G" 1
-1.46771499891777 1.07878265610802 "F" 1
-4.32492285403501 0.514377545327562 "F" 1
-2.28711020339122 -2.70671044496941 "W" 1
5.05044047178752 -1.3192328635197 "Q" 1
-2.70889992617338 -1.87937286501879 "W" 1
-2.56380455111418 -3.09337413730478 "W" 1
-4.08424732577983 2.85024264395108 "F" 1
0.68848703625998 3.74418836961887 "G" 1
5.22279560496766 -3.39890867166547 "Q" 1
-2.73838164040376 -2.8145247290483 "W" 1
-3.41016412216056 1.13514094122206 "F" 1
3.65940946507545 -0.463600382048982 "Q" 1
9.35851929189455 -4.13097458601453 "Q" 2
7.53445518119823 -1.27236414528525 "Q" 2
0.242174459943091 4.72501401217958 "G" 2
-5.00420691584976 -4.45918631353926 "W" 2
0.814634237400914 6.29309585072729 "G" 2
7.59481237157529 -2.91542918539961 "Q" 2
-1.63175425545807 4.29773657796742 "G" 2
7.33114940235062 -1.89218466759538 "Q" 2
-4.92688601967902 -3.85271631272543 "W" 2
0.924407792415178 6.16331760425364 "G" 2
0.654944791650308 5.07995021564092 "G" 2
-0.611590107690951 5.94507670744368 "G" 2
-7.33535729639857 -3.42117378053375 "W" 2
-3.30427867690297 0.818399595928501 "F" 2
-2.34870339939693 -0.468912588040877 "F" 2
-1.57944254741699 0.19187996342035 "F" 2
7.4130408881924 -3.09553050073798 "Q" 2
-3.95136917565918 -3.03353282645506 "W" 2
-5.19733641339517 -6.58530246748262 "W" 2
-5.0391463946812 -4.43119209728399 "W" 2
-2.6330888924963 1.00241936123262 "F" 2
-2.1584373282884 0.967338219988737 "F" 2
-5.39655431750849 -4.53294741502291 "W" 2
8.9356051954003 -2.83403740849561 "Q" 2
-4.183118075371 -3.26511953708283 "W" 2
-3.42889758471888 0.575664408212573 "F" 2
0.145370545769687 3.94237302198301 "G" 2
-1.30848429450232 1.38709600597852 "F" 2
10.9403049485964 -1.11478422859951 "Q" 2
0.417038288215429 5.53322159670352 "G" 2
-4.49835604432179 -2.12928673780155 "W" 2
-0.126491952134016 4.0699870405455 "G" 2
-2.7661260028088 -0.221247928596112 "F" 2
-5.07086752702457 2.21402348303989 "F" 2
0.384471132787344 4.70612164194277 "G" 2
7.02806833473724 -2.56391783067742 "Q" 2
7.58764205115908 -0.671006357415158 "Q" 2
7.96476055317757 -1.77340646114316 "Q" 2
-6.11352976234916 -2.51652099626026 "W" 2
7.20844987539702 -2.02894552705422 "Q" 2
7.98391401946686 -2.01723868164326 "Q" 2
-2.32760797435463 0.416522312532368 "F" 2
-2.82845014386434 0.846954352349976 "F" 2
0.644978227988749 6.92577207034397 "G" 2
-2.97857437468576 1.17456438582607 "F" 2
-2.3433140602115 -0.440799929647519 "F" 2
-1.92752741979679 5.78658367684354 "G" 2
-4.75454915040542 -5.45344484116884 "W" 2
-4.10229352982764 -3.86329632524092 "W" 2
-1.23240195211774 1.92138757185869 "F" 2
-4.59261166499646 2.17526907767969 "F" 3
-4.25382308743621 3.15750414547228 "F" 3
-4.40087953064592 4.06612275740979 "F" 3
0.148858396030826 -1.31869482455178 "G" 3
2.19018399465947 0.0909936676409459 "G" 3
9.36282114100082 0.16291214893629 "W" 3
0.395497092747259 0.0607456821179947 "G" 3
-4.53991863916896 4.19689125932577 "F" 3
-4.88373528146939 -4.16797292995807 "Q" 3
-1.85149958242469 2.72082964765841 "F" 3
-6.52929071924013 -2.50039032130346 "Q" 3
8.52214473870297 0.920661781190049 "W" 3
8.47765760991102 0.784770837146506 "W" 3
-5.60590053810932 -2.97780514054975 "Q" 3
-4.1031208781714 -4.10780151444641 "Q" 3
0.815935312284519 -1.16158345763192 "G" 3
-3.96914181605979 -3.75203207862116 "Q" 3
9.99386101751027 -0.840328057933408 "W" 3
9.20318652957292 0.0487726250834044 "W" 3
1.77700338980568 -0.883966036385887 "G" 3
9.07014080087783 -0.791779885506381 "W" 3
-3.62301323032618 2.51420096285398 "F" 3
-4.88242738780097 -3.09977087409362 "Q" 3
-5.05182286441329 2.99319968306756 "F" 3
-4.40484198900649 3.10298883477698 "F" 3
6.04138050929255 0.982117890437473 "W" 3
-0.826430736898924 -1.64072003142981 "G" 3
2.1199751490483 0.754526453303534 "G" 3
8.84092342341602 -0.447821304757528 "W" 3
10.3061011361072 -1.09967373762128 "W" 3
-6.07501784782265 -3.4804960206573 "Q" 3
-4.38256998324192 1.22683279998405 "F" 3
1.77735237628331 0.575960733556809 "G" 3
-4.42622108804862 -2.87504621108697 "Q" 3
-3.99579049652711 3.93166676439106 "F" 3
9.36821847465174 0.631719503688778 "W" 3
9.73304079441205 0.82284890152944 "W" 3
-5.53678457571145 -0.504593068634232 "Q" 3
-3.34087762330197 -1.59167467884587 "Q" 3
-5.01670891822435 2.61796521019182 "F" 3
-4.11370368593614 -2.04195178683214 "Q" 3
-6.20434765964315 -4.38418937353379 "Q" 3
0.140539381119219 0.349780419617072 "G" 3
-4.53926659773144 2.60738357723601 "F" 3
-3.64563754831217 4.24713238175058 "F" 3
-0.48834559399532 -1.6989556418652 "G" 3
-0.160393094673549 0.025578967922542 "G" 3
8.63071582768175 -0.462938605037884 "W" 3
-3.32486878220082 3.27013205683278 "F" 3
1.85345434642308 -3.20932318951769 "G" 3
4.54323866471069 -0.165002692542162 "W" 4
-7.12374026295754 0.130387114731306 "F" 4
3.34313859855786 3.35734906771687 "Q" 4
3.69778592875386 -0.688891868579802 "W" 4
4.07416850820628 1.90533674009266 "Q" 4
-6.42027022214766 1.56401512759662 "F" 4
-5.93703553875871 1.60222393257767 "F" 4
1.03771164391053 -2.39596814651132 "G" 4
1.98050836120138 -2.2435216285517 "G" 4
1.34804693070734 0.383830086265214 "W" 4
-8.07999321701287 -0.435192324756885 "F" 4
-7.2040604928463 -0.690929892743121 "F" 4
2.48433279546461 4.59528870007092 "Q" 4
2.49987081654277 3.20184106874102 "Q" 4
-6.55563240467703 1.42576825652373 "F" 4
-6.39330961400062 0.0462289595126286 "F" 4
1.54976937099982 -1.07750114123535 "G" 4
-5.21257731051779 -0.707342439081471 "F" 4
2.09194500946503 -2.59504698007362 "G" 4
-6.82852752307328 -0.0303118884829342 "F" 4
1.38081913906951 -3.27596622832848 "G" 4
1.92076537788752 4.2346740001069 "Q" 4
3.22067812786269 -0.0377584512281516 "W" 4
2.88228740225224 3.41606639891813 "Q" 4
2.26694885503537 2.48352870651053 "Q" 4
3.2267502999001 -2.28692371080257 "W" 4
1.183764356839 -1.18674062905261 "G" 4
2.41946710996795 1.06870477553675 "Q" 4
3.97310651545485 0.563334233762742 "Q" 4
-6.05133921490849 1.27357704666916 "F" 4
-7.49967992429153 -1.2083569306855 "F" 4
6.10992662195916 1.26514583791109 "W" 4
0.831666178958646 -1.79152512499764 "G" 4
3.4509161437978 -1.23030175826368 "W" 4
2.12769885068898 -2.71849920493219 "G" 4
1.81194935096202 0.708889344072235 "W" 4
-0.05076713993629 -2.57392959460699 "G" 4
1.89053437101785 0.852815884101213 "Q" 4
2.23630455811873 -1.34254373218324 "W" 4
-5.34915113121187 0.569671374292224 "F" 4
3.07472519098119 -1.3384041682999 "W" 4
3.76023519819562 -0.851885465602946 "W" 4
1.50304398981447 2.59204682219302 "Q" 4
4.02330464446015 2.48483795709122 "Q" 4
1.34220681498402 -2.69302575138526 "G" 4
1.86260430090132 -3.03833321380197 "G" 4
